strategy,query_id,query,category,difficulty,match_type,expected_document_ids,returned_document_ids,returned_chunk_ids,precision_at_1,precision_at_3,precision_at_5,recall_at_1,recall_at_3,recall_at_5,reciprocal_rank,hit,exact_document_success,latency_ms
keyword,rq-apo-011-lambda-concurrency-backpressure-terminology,"In the context of lambda concurrency and pipeline backpressure, what does the term 'backpressure' mean operationally?",reliability,advanced,ambiguous,apo-011-lambda-concurrency-backpressure,apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure,apo-011-lambda-concurrency-backpressure:000000;apo-011-lambda-concurrency-backpressure:000005;apo-011-lambda-concurrency-backpressure:000006;apo-011-lambda-concurrency-backpressure:000001;apo-011-lambda-concurrency-backpressure:000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,10.9465
hybrid,rq-apo-011-lambda-concurrency-backpressure-terminology,"In the context of lambda concurrency and pipeline backpressure, what does the term 'backpressure' mean operationally?",reliability,advanced,ambiguous,apo-011-lambda-concurrency-backpressure,apo-011-lambda-concurrency-backpressure;apo-031-pipeline-retry-budget;apo-015-step-functions-distributed-map-controls;apo-012-lambda-dependency-packaging;apo-022-data-quality-quarantine-workflow,apo-011-lambda-concurrency-backpressure:000006;apo-031-pipeline-retry-budget:000004;apo-015-step-functions-distributed-map-controls:000003;apo-012-lambda-dependency-packaging:000001;apo-022-data-quality-quarantine-workflow:000004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,16.9466
semantic,rq-apo-011-lambda-concurrency-backpressure-multistep,What ordered checks should be completed before declaring success when trying to control ingestion pressure without exhausting account concurrency or overwhelming downstream storage and model quotas?,reliability,advanced,ambiguous,apo-011-lambda-concurrency-backpressure,apo-017-eventbridge-archive-replay;apo-002-s3-lifecycle-cost-controls;apo-015-step-functions-distributed-map-controls;apo-012-lambda-dependency-packaging;apo-011-lambda-concurrency-backpressure,apo-017-eventbridge-archive-replay:000005;apo-002-s3-lifecycle-cost-controls:000005;apo-015-step-functions-distributed-map-controls:000005;apo-012-lambda-dependency-packaging:000005;apo-011-lambda-concurrency-backpressure:000005,0.0,0.0,0.2,0.0,0.0,1.0,0.2,True,True,2.2853
keyword,rq-apo-011-lambda-concurrency-backpressure-multistep,What ordered checks should be completed before declaring success when trying to control ingestion pressure without exhausting account concurrency or overwhelming downstream storage and model quotas?,reliability,advanced,ambiguous,apo-011-lambda-concurrency-backpressure,apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure;apo-020-iam-least-privilege-data-pipeline;apo-011-lambda-concurrency-backpressure;apo-011-lambda-concurrency-backpressure,apo-011-lambda-concurrency-backpressure:000000;apo-011-lambda-concurrency-backpressure:000002;apo-020-iam-least-privilege-data-pipeline:000003;apo-011-lambda-concurrency-backpressure:000003;apo-011-lambda-concurrency-backpressure:000005,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,1.0,True,True,12.765
hybrid,rq-apo-011-lambda-concurrency-backpressure-multistep,What ordered checks should be completed before declaring success when trying to control ingestion pressure without exhausting account concurrency or overwhelming downstream storage and model quotas?,reliability,advanced,ambiguous,apo-011-lambda-concurrency-backpressure,apo-015-step-functions-distributed-map-controls;apo-011-lambda-concurrency-backpressure;apo-002-s3-lifecycle-cost-controls;apo-020-iam-least-privilege-data-pipeline;apo-011-lambda-concurrency-backpressure,apo-015-step-functions-distributed-map-controls:000005;apo-011-lambda-concurrency-backpressure:000005;apo-002-s3-lifecycle-cost-controls:000005;apo-020-iam-least-privilege-data-pipeline:000003;apo-011-lambda-concurrency-backpressure:000003,0.0,0.3333333333333333,0.4,0.0,1.0,1.0,0.5,True,True,16.7839
semantic,rq-apo-024-schema-registry-compatibility-direct,Which primary control does the guide recommend to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,exact_keyword,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-003-s3-event-delivery-diagnostics;apo-036-deployment-rollback-readiness;apo-012-lambda-dependency-packaging;apo-028-cost-optimization-storage-compute,apo-024-schema-registry-compatibility:000000;apo-003-s3-event-delivery-diagnostics:000005;apo-036-deployment-rollback-readiness:000005;apo-012-lambda-dependency-packaging:000005;apo-028-cost-optimization-storage-compute:000005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,2.3138
keyword,rq-apo-024-schema-registry-compatibility-direct,Which primary control does the guide recommend to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,exact_keyword,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility:000000;apo-024-schema-registry-compatibility:000002;apo-024-schema-registry-compatibility:000004;apo-024-schema-registry-compatibility:000003;apo-024-schema-registry-compatibility:000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,11.1092
hybrid,rq-apo-024-schema-registry-compatibility-direct,Which primary control does the guide recommend to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,exact_keyword,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-036-deployment-rollback-readiness;apo-018-cloudwatch-pipeline-observability;apo-035-incident-dlq-triage;apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility:000000;apo-036-deployment-rollback-readiness:000005;apo-018-cloudwatch-pipeline-observability:000000;apo-035-incident-dlq-triage:000000;apo-024-schema-registry-compatibility:000005,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,True,True,16.6946
semantic,rq-apo-024-schema-registry-compatibility-paraphrase,"How should a data engineer keep schema registry compatibility operations repeatable, reviewable, and correctly scoped?",schema_evolution,advanced,paraphrase,apo-024-schema-registry-compatibility,apo-036-deployment-rollback-readiness;apo-024-schema-registry-compatibility;apo-002-s3-lifecycle-cost-controls;apo-029-multi-client-namespace-isolation;apo-005-glue-schema-evolution-contract,apo-036-deployment-rollback-readiness:000005;apo-024-schema-registry-compatibility:000005;apo-002-s3-lifecycle-cost-controls:000004;apo-029-multi-client-namespace-isolation:000005;apo-005-glue-schema-evolution-contract:000005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,2.3686
keyword,rq-apo-024-schema-registry-compatibility-paraphrase,"How should a data engineer keep schema registry compatibility operations repeatable, reviewable, and correctly scoped?",schema_evolution,advanced,paraphrase,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-001-s3-prefix-isolation,apo-024-schema-registry-compatibility:000000;apo-024-schema-registry-compatibility:000005;apo-024-schema-registry-compatibility:000003;apo-024-schema-registry-compatibility:000006;apo-001-s3-prefix-isolation:000004,1.0,1.0,0.8,1.0,1.0,1.0,1.0,True,True,11.6746
hybrid,rq-apo-024-schema-registry-compatibility-paraphrase,"How should a data engineer keep schema registry compatibility operations repeatable, reviewable, and correctly scoped?",schema_evolution,advanced,paraphrase,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-036-deployment-rollback-readiness;apo-005-glue-schema-evolution-contract;apo-024-schema-registry-compatibility;apo-016-eventbridge-schema-routing,apo-024-schema-registry-compatibility:000005;apo-036-deployment-rollback-readiness:000005;apo-005-glue-schema-evolution-contract:000005;apo-024-schema-registry-compatibility:000000;apo-016-eventbridge-schema-routing:000005,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,True,True,15.9852
semantic,rq-apo-024-schema-registry-compatibility-troubleshooting,"An operator observes this condition: A producer deployment is rejected because it removes a required field used by current consumers. What should be checked first, and what is the safe remediation?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-011-lambda-concurrency-backpressure;apo-019-cloudwatch-alarm-runbook;apo-024-schema-registry-compatibility;apo-031-pipeline-retry-budget;apo-029-multi-client-namespace-isolation,apo-011-lambda-concurrency-backpressure:000005;apo-019-cloudwatch-alarm-runbook:000005;apo-024-schema-registry-compatibility:000004;apo-031-pipeline-retry-budget:000005;apo-029-multi-client-namespace-isolation:000005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333,True,True,2.2764
keyword,rq-apo-024-schema-registry-compatibility-troubleshooting,"An operator observes this condition: A producer deployment is rejected because it removes a required field used by current consumers. What should be checked first, and what is the safe remediation?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-034-qdrant-collection-safety;apo-020-iam-least-privilege-data-pipeline;apo-018-cloudwatch-pipeline-observability,apo-024-schema-registry-compatibility:000004;apo-024-schema-registry-compatibility:000003;apo-034-qdrant-collection-safety:000004;apo-020-iam-least-privilege-data-pipeline:000004;apo-018-cloudwatch-pipeline-observability:000004,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,12.0564
hybrid,rq-apo-024-schema-registry-compatibility-troubleshooting,"An operator observes this condition: A producer deployment is rejected because it removes a required field used by current consumers. What should be checked first, and what is the safe remediation?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-019-cloudwatch-alarm-runbook;apo-011-lambda-concurrency-backpressure;apo-034-qdrant-collection-safety,apo-024-schema-registry-compatibility:000004;apo-024-schema-registry-compatibility:000005;apo-019-cloudwatch-alarm-runbook:000005;apo-011-lambda-concurrency-backpressure:000005;apo-034-qdrant-collection-safety:000004,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,16.692
semantic,rq-apo-024-schema-registry-compatibility-terminology,"In the context of schema registry compatibility operations, what does the term 'backward compatibility' mean operationally?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-022-data-quality-quarantine-workflow;apo-024-schema-registry-compatibility;apo-027-incident-duplicate-records;apo-031-pipeline-retry-budget,apo-024-schema-registry-compatibility:000006;apo-022-data-quality-quarantine-workflow:000004;apo-024-schema-registry-compatibility:000001;apo-027-incident-duplicate-records:000006;apo-031-pipeline-retry-budget:000001,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,2.2918
keyword,rq-apo-024-schema-registry-compatibility-terminology,"In the context of schema registry compatibility operations, what does the term 'backward compatibility' mean operationally?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility:000000;apo-024-schema-registry-compatibility:000003;apo-024-schema-registry-compatibility:000005;apo-024-schema-registry-compatibility:000006;apo-024-schema-registry-compatibility:000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,11.1439
hybrid,rq-apo-024-schema-registry-compatibility-terminology,"In the context of schema registry compatibility operations, what does the term 'backward compatibility' mean operationally?",schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-005-glue-schema-evolution-contract;apo-036-deployment-rollback-readiness;apo-022-data-quality-quarantine-workflow,apo-024-schema-registry-compatibility:000006;apo-024-schema-registry-compatibility:000001;apo-005-glue-schema-evolution-contract:000006;apo-036-deployment-rollback-readiness:000006;apo-022-data-quality-quarantine-workflow:000004,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,14.9825
semantic,rq-apo-024-schema-registry-compatibility-multistep,What ordered checks should be completed before declaring success when trying to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-036-deployment-rollback-readiness;apo-018-cloudwatch-pipeline-observability;apo-003-s3-event-delivery-diagnostics;apo-012-lambda-dependency-packaging;apo-016-eventbridge-schema-routing,apo-036-deployment-rollback-readiness:000005;apo-018-cloudwatch-pipeline-observability:000005;apo-003-s3-event-delivery-diagnostics:000005;apo-012-lambda-dependency-packaging:000005;apo-016-eventbridge-schema-routing:000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.27
keyword,rq-apo-024-schema-registry-compatibility-multistep,What ordered checks should be completed before declaring success when trying to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility;apo-022-data-quality-quarantine-workflow,apo-024-schema-registry-compatibility:000000;apo-024-schema-registry-compatibility:000002;apo-024-schema-registry-compatibility:000004;apo-024-schema-registry-compatibility:000003;apo-022-data-quality-quarantine-workflow:000003,1.0,1.0,0.8,1.0,1.0,1.0,1.0,True,True,11.9128
hybrid,rq-apo-024-schema-registry-compatibility-multistep,What ordered checks should be completed before declaring success when trying to evolve event schemas under an explicit compatibility mode while keeping producers and consumers independently deployable?,schema_evolution,advanced,ambiguous,apo-024-schema-registry-compatibility,apo-036-deployment-rollback-readiness;apo-016-eventbridge-schema-routing;apo-005-glue-schema-evolution-contract;apo-024-schema-registry-compatibility;apo-024-schema-registry-compatibility,apo-036-deployment-rollback-readiness:000005;apo-016-eventbridge-schema-routing:000005;apo-005-glue-schema-evolution-contract:000005;apo-024-schema-registry-compatibility:000005;apo-024-schema-registry-compatibility:000000,0.0,0.0,0.4,0.0,0.0,1.0,0.25,True,True,17.2636
semantic,rq-apo-033-embedding-validation-gate-direct,Which primary control does the guide recommend to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,exact_keyword,apo-033-embedding-validation-gate,apo-032-manifest-state-reconciliation;apo-004-glue-job-bookmark-recovery;apo-033-embedding-validation-gate;apo-030-production-deployment-safety;apo-003-s3-event-delivery-diagnostics,apo-032-manifest-state-reconciliation:000001;apo-004-glue-job-bookmark-recovery:000001;apo-033-embedding-validation-gate:000004;apo-030-production-deployment-safety:000001;apo-003-s3-event-delivery-diagnostics:000001,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333,True,True,2.1749
keyword,rq-apo-033-embedding-validation-gate-direct,Which primary control does the guide recommend to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,exact_keyword,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-011-lambda-concurrency-backpressure;apo-021-iam-cross-client-isolation;apo-031-pipeline-retry-budget;apo-032-manifest-state-reconciliation,apo-033-embedding-validation-gate:000000;apo-011-lambda-concurrency-backpressure:000000;apo-021-iam-cross-client-isolation:000000;apo-031-pipeline-retry-budget:000000;apo-032-manifest-state-reconciliation:000001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,12.3907
hybrid,rq-apo-033-embedding-validation-gate-direct,Which primary control does the guide recommend to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,exact_keyword,apo-033-embedding-validation-gate,apo-032-manifest-state-reconciliation;apo-033-embedding-validation-gate;apo-003-s3-event-delivery-diagnostics;apo-030-production-deployment-safety;apo-033-embedding-validation-gate,apo-032-manifest-state-reconciliation:000001;apo-033-embedding-validation-gate:000004;apo-003-s3-event-delivery-diagnostics:000001;apo-030-production-deployment-safety:000001;apo-033-embedding-validation-gate:000000,0.0,0.3333333333333333,0.4,0.0,1.0,1.0,0.5,True,True,16.8472
semantic,rq-apo-033-embedding-validation-gate-paraphrase,"How should a data engineer keep embedding validation before vector writes repeatable, reviewable, and correctly scoped?",data_quality,advanced,paraphrase,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-016-eventbridge-schema-routing;apo-013-step-functions-retry-policy;apo-002-s3-lifecycle-cost-controls;apo-017-eventbridge-archive-replay,apo-033-embedding-validation-gate:000005;apo-016-eventbridge-schema-routing:000007;apo-013-step-functions-retry-policy:000007;apo-002-s3-lifecycle-cost-controls:000005;apo-017-eventbridge-archive-replay:000007,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,2.2163
keyword,rq-apo-033-embedding-validation-gate-paraphrase,"How should a data engineer keep embedding validation before vector writes repeatable, reviewable, and correctly scoped?",data_quality,advanced,paraphrase,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety;apo-033-embedding-validation-gate;apo-001-s3-prefix-isolation;apo-033-embedding-validation-gate,apo-033-embedding-validation-gate:000000;apo-034-qdrant-collection-safety:000004;apo-033-embedding-validation-gate:000005;apo-001-s3-prefix-isolation:000004;apo-033-embedding-validation-gate:000002,1.0,0.6666666666666666,0.6,1.0,1.0,1.0,1.0,True,True,13.3193
hybrid,rq-apo-033-embedding-validation-gate-paraphrase,"How should a data engineer keep embedding validation before vector writes repeatable, reviewable, and correctly scoped?",data_quality,advanced,paraphrase,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-033-embedding-validation-gate;apo-013-step-functions-retry-policy;apo-016-eventbridge-schema-routing;apo-009-athena-result-location-security,apo-033-embedding-validation-gate:000005;apo-033-embedding-validation-gate:000003;apo-013-step-functions-retry-policy:000007;apo-016-eventbridge-schema-routing:000007;apo-009-athena-result-location-security:000007,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,16.9223
semantic,rq-apo-033-embedding-validation-gate-troubleshooting,"An operator observes this condition: Vector upsert errors appear intermittently after a model or configuration change. What should be checked first, and what is the safe remediation?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-015-step-functions-distributed-map-controls;apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety;apo-036-deployment-rollback-readiness;apo-004-glue-job-bookmark-recovery,apo-015-step-functions-distributed-map-controls:000004;apo-033-embedding-validation-gate:000004;apo-034-qdrant-collection-safety:000004;apo-036-deployment-rollback-readiness:000004;apo-004-glue-job-bookmark-recovery:000004,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,2.3169
keyword,rq-apo-033-embedding-validation-gate-troubleshooting,"An operator observes this condition: Vector upsert errors appear intermittently after a model or configuration change. What should be checked first, and what is the safe remediation?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety;apo-018-cloudwatch-pipeline-observability;apo-004-glue-job-bookmark-recovery;apo-020-iam-least-privilege-data-pipeline,apo-033-embedding-validation-gate:000004;apo-034-qdrant-collection-safety:000004;apo-018-cloudwatch-pipeline-observability:000004;apo-004-glue-job-bookmark-recovery:000004;apo-020-iam-least-privilege-data-pipeline:000004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,12.9933
hybrid,rq-apo-033-embedding-validation-gate-troubleshooting,"An operator observes this condition: Vector upsert errors appear intermittently after a model or configuration change. What should be checked first, and what is the safe remediation?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety;apo-004-glue-job-bookmark-recovery;apo-020-iam-least-privilege-data-pipeline;apo-030-production-deployment-safety,apo-033-embedding-validation-gate:000004;apo-034-qdrant-collection-safety:000004;apo-004-glue-job-bookmark-recovery:000004;apo-020-iam-least-privilege-data-pipeline:000004;apo-030-production-deployment-safety:000004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,17.4013
semantic,rq-apo-033-embedding-validation-gate-terminology,"In the context of embedding validation before vector writes, what does the term 'finite vector' mean operationally?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-020-iam-least-privilege-data-pipeline;apo-010-lambda-s3-event-idempotency;apo-034-qdrant-collection-safety;apo-001-s3-prefix-isolation;apo-030-production-deployment-safety,apo-020-iam-least-privilege-data-pipeline:000007;apo-010-lambda-s3-event-idempotency:000007;apo-034-qdrant-collection-safety:000007;apo-001-s3-prefix-isolation:000007;apo-030-production-deployment-safety:000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.1728
keyword,rq-apo-033-embedding-validation-gate-terminology,"In the context of embedding validation before vector writes, what does the term 'finite vector' mean operationally?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-033-embedding-validation-gate;apo-033-embedding-validation-gate;apo-033-embedding-validation-gate;apo-033-embedding-validation-gate,apo-033-embedding-validation-gate:000000;apo-033-embedding-validation-gate:000005;apo-033-embedding-validation-gate:000003;apo-033-embedding-validation-gate:000002;apo-033-embedding-validation-gate:000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,12.3788
hybrid,rq-apo-033-embedding-validation-gate-terminology,"In the context of embedding validation before vector writes, what does the term 'finite vector' mean operationally?",data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-033-embedding-validation-gate;apo-006-glue-worker-capacity-tuning;apo-020-iam-least-privilege-data-pipeline;apo-010-lambda-s3-event-idempotency,apo-033-embedding-validation-gate:000000;apo-033-embedding-validation-gate:000006;apo-006-glue-worker-capacity-tuning:000007;apo-020-iam-least-privilege-data-pipeline:000007;apo-010-lambda-s3-event-idempotency:000007,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,16.5613
semantic,rq-apo-033-embedding-validation-gate-multistep,What ordered checks should be completed before declaring success when trying to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-006-glue-worker-capacity-tuning;apo-016-eventbridge-schema-routing;apo-014-step-functions-redrive-safety;apo-012-lambda-dependency-packaging;apo-002-s3-lifecycle-cost-controls,apo-006-glue-worker-capacity-tuning:000003;apo-016-eventbridge-schema-routing:000003;apo-014-step-functions-redrive-safety:000003;apo-012-lambda-dependency-packaging:000003;apo-002-s3-lifecycle-cost-controls:000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.3151
keyword,rq-apo-033-embedding-validation-gate-multistep,What ordered checks should be completed before declaring success when trying to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-033-embedding-validation-gate;apo-032-manifest-state-reconciliation;apo-011-lambda-concurrency-backpressure;apo-033-embedding-validation-gate;apo-022-data-quality-quarantine-workflow,apo-033-embedding-validation-gate:000000;apo-032-manifest-state-reconciliation:000004;apo-011-lambda-concurrency-backpressure:000000;apo-033-embedding-validation-gate:000005;apo-022-data-quality-quarantine-workflow:000003,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,True,True,12.7514
hybrid,rq-apo-033-embedding-validation-gate-multistep,What ordered checks should be completed before declaring success when trying to prevent malformed model output from entering the vector store or causing a document to be marked ready?,data_quality,advanced,ambiguous,apo-033-embedding-validation-gate,apo-014-step-functions-redrive-safety;apo-033-embedding-validation-gate;apo-006-glue-worker-capacity-tuning;apo-010-lambda-s3-event-idempotency;apo-018-cloudwatch-pipeline-observability,apo-014-step-functions-redrive-safety:000003;apo-033-embedding-validation-gate:000000;apo-006-glue-worker-capacity-tuning:000003;apo-010-lambda-s3-event-idempotency:000003;apo-018-cloudwatch-pipeline-observability:000003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,16.8668
semantic,rq-apo-034-qdrant-collection-safety-direct,"Which primary control does the guide recommend to write deterministic vectors to the authorized collection while preserving scope filters, dimension agreement, and secret handling?",vector_operations,advanced,exact_keyword,apo-034-qdrant-collection-safety,apo-034-qdrant-collection-safety;apo-034-qdrant-collection-safety;apo-025-pipeline-idempotency-keys;apo-033-embedding-validation-gate;apo-023-data-quality-freshness-monitoring,apo-034-qdrant-collection-safety:000000;apo-034-qdrant-collection-safety:000006;apo-025-pipeline-idempotency-keys:000006;apo-033-embedding-validation-gate:000006;apo-023-data-quality-freshness-monitoring:000006,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,2.3165
keyword,rq-apo-034-qdrant-collection-safety-direct,"Which primary control does the guide recommend to write deterministic vectors to the authorized collection while preserving scope filters, dimension agreement, and secret handling?",vector_operations,advanced,exact_keyword,apo-034-qdrant-collection-safety,apo-034-qdrant-collection-safety;apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety;apo-033-embedding-validation-gate;apo-034-qdrant-collection-safety,apo-034-qdrant-collection-safety:000000;apo-033-embedding-validation-gate:000005;apo-034-qdrant-collection-safety:000006;apo-033-embedding-validation-gate:000003;apo-034-qdrant-collection-safety:000002,1.0,0.6666666666666666,0.6,1.0,1.0,1.0,1.0,True,True,12.4346
hybrid,rq-apo-034-qdrant-collection-safety-direct,"Which primary control does the guide recommend to write deterministic vectors to the authorized collection while preserving scope filters, dimension agreement, and secret handling?",vector_operations,advanced,exact_keyword,apo-034-qdrant-collection-safety,apo-034-qdrant-collection-safety;apo-034-qdrant-collection-safety;apo-033-embedding-validation-gate;apo-025-pipeline-idempotency-keys;apo-029-multi-client-namespace-isolation,apo-034-qdrant-collection-safety:000000;apo-034-qdrant-collection-safety:000006;apo-033-embedding-validation-gate:000006;apo-025-pipeline-idempotency-keys:000006;apo-029-multi-client-namespace-isolation:000003,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,16.3806
semantic,rq-apo-034-qdrant-collection-safety-paraphrase,"How should a data engineer keep qdrant collection and payload safety repeatable, reviewable, and correctly scoped?",vector_operations,advanced,paraphrase,apo-034-qdrant-collection-safety,apo-002-s3-lifecycle-cost-controls;apo-006-glue-worker-capacity-tuning;apo-025-pipeline-idempotency-keys;apo-033-embedding-validation-gate;apo-017-eventbridge-archive-replay,apo-002-s3-lifecycle-cost-controls:000004;apo-006-glue-worker-capacity-tuning:000005;apo-025-pipeline-idempotency-keys:000000;apo-033-embedding-validation-gate:000003;apo-017-eventbridge-archive-replay:000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.2078
keyword,rq-apo-034-qdrant-collection-safety-paraphrase,"How should a data engineer keep qdrant collection and payload safety repeatable, reviewable, and correctly scoped?",vector_operations,advanced,paraphrase,apo-034-qdrant-collection-safety,apo-034-qdrant-collection-safety;apo-034-qdrant-collection-safety;apo-029-multi-client-namespace-isolation;apo-029-multi-client-namespace-isolation;apo-001-s3-prefix-isolation,apo-034-qdrant-collection-safety:000000;apo-034-qdrant-collection-safety:000006;apo-029-multi-client-namespace-isolation:000005;apo-029-multi-client-namespace-isolation:000003;apo-001-s3-prefix-isolation:000004,1.0,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,True,True,11.4418
hybrid,rq-apo-034-qdrant-collection-safety-paraphrase,"How should a data engineer keep qdrant collection and payload safety repeatable, reviewable, and correctly scoped?",vector_operations,advanced,paraphrase,apo-034-qdrant-collection-safety,apo-029-multi-client-namespace-isolation;apo-002-s3-lifecycle-cost-controls;apo-034-qdrant-collection-safety;apo-029-multi-client-namespace-isolation;apo-030-production-deployment-safety,apo-029-multi-client-namespace-isolation:000005;apo-002-s3-lifecycle-cost-controls:000004;apo-034-qdrant-collection-safety:000000;apo-029-multi-client-namespace-isolation:000004;apo-030-production-deployment-safety:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333,True,True,16.2466
