strategy,query_id,query,category,difficulty,match_type,expected_document_ids,returned_document_ids,returned_chunk_ids,precision_at_1,precision_at_3,precision_at_5,recall_at_1,recall_at_3,recall_at_5,reciprocal_rank,hit,exact_document_success,latency_ms
semantic,iam-ambiguous-assume,Who is allowed to assume this role?,iam_least_privilege,medium,ambiguous,demo-iam-least-privilege,demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-pipeline-monitoring;demo-pyspark-transformations;demo-athena-query-troubleshooting,demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.0707
keyword,iam-ambiguous-assume,Who is allowed to assume this role?,iam_least_privilege,medium,ambiguous,demo-iam-least-privilege,demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting,demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.1252
hybrid,iam-ambiguous-assume,Who is allowed to assume this role?,iam_least_privilege,medium,ambiguous,demo-iam-least-privilege,demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations;demo-pipeline-monitoring;demo-s3-data-lake-architecture,demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000;demo-s3-data-lake-architecture:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.263
semantic,iam-paraphrase-denial,Use evidence from a rejected service call to narrow authorization,iam_least_privilege,hard,paraphrase,demo-iam-least-privilege,demo-cost-awareness;demo-pyspark-transformations;demo-iam-least-privilege;demo-s3-data-lake-architecture;demo-glue-job-troubleshooting,demo-cost-awareness:000000;demo-pyspark-transformations:000000;demo-iam-least-privilege:000000;demo-s3-data-lake-architecture:000000;demo-glue-job-troubleshooting:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333,True,True,0.0742
keyword,iam-paraphrase-denial,Use evidence from a rejected service call to narrow authorization,iam_least_privilege,hard,paraphrase,demo-iam-least-privilege,demo-iam-least-privilege;demo-s3-data-lake-architecture;demo-pipeline-monitoring;demo-cost-awareness;demo-glue-job-troubleshooting,demo-iam-least-privilege:000000;demo-s3-data-lake-architecture:000000;demo-pipeline-monitoring:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1288
hybrid,iam-paraphrase-denial,Use evidence from a rejected service call to narrow authorization,iam_least_privilege,hard,paraphrase,demo-iam-least-privilege,demo-iam-least-privilege;demo-cost-awareness;demo-s3-data-lake-architecture;demo-pyspark-transformations;demo-pipeline-monitoring,demo-iam-least-privilege:000000;demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2688
semantic,pyspark-exact-dedup,row number window partition business key stable tie breaker deduplication,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-s3-data-lake-architecture;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0741
keyword,pyspark-exact-dedup,row number window partition business key stable tie breaker deduplication,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-cost-awareness;demo-s3-data-lake-architecture,demo-pyspark-transformations:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.127
hybrid,pyspark-exact-dedup,row number window partition business key stable tie breaker deduplication,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-glue-job-troubleshooting;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting;demo-cost-awareness,demo-pyspark-transformations:000000;demo-glue-job-troubleshooting:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.267
semantic,pyspark-exact-udf,built in Spark SQL functions Python UDF collect driver repartition,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-iam-least-privilege;demo-pipeline-monitoring;demo-glue-job-troubleshooting,demo-pyspark-transformations:000000;demo-iam-least-privilege:000000;demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0734
keyword,pyspark-exact-udf,built in Spark SQL functions Python UDF collect driver repartition,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-s3-data-lake-architecture,demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1171
hybrid,pyspark-exact-udf,built in Spark SQL functions Python UDF collect driver repartition,pyspark_transformations,easy,exact_keyword,demo-pyspark-transformations,demo-pyspark-transformations;demo-s3-data-lake-architecture;demo-iam-least-privilege;demo-pipeline-monitoring;demo-glue-job-troubleshooting,demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000;demo-iam-least-privilege:000000;demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2596
semantic,pyspark-paraphrase-newest,Keep the newest record for each customer without nondeterministic duplicate selection,pyspark_transformations,hard,paraphrase,demo-pyspark-transformations,demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations;demo-pipeline-monitoring,demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.25,True,True,0.0744
keyword,pyspark-paraphrase-newest,Keep the newest record for each customer without nondeterministic duplicate selection,pyspark_transformations,hard,paraphrase,demo-pyspark-transformations,demo-pyspark-transformations;demo-pipeline-monitoring;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting,demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1269
hybrid,pyspark-paraphrase-newest,Keep the newest record for each customer without nondeterministic duplicate selection,pyspark_transformations,hard,paraphrase,demo-pyspark-transformations,demo-pyspark-transformations;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-pipeline-monitoring;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-pipeline-monitoring:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.271
semantic,pyspark-ambiguous-driver,Should I collect everything to the driver?,pyspark_transformations,medium,ambiguous,demo-pyspark-transformations,demo-iam-least-privilege;demo-pyspark-transformations;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-pipeline-monitoring,demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-pipeline-monitoring:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.0734
keyword,pyspark-ambiguous-driver,Should I collect everything to the driver?,pyspark_transformations,medium,ambiguous,demo-pyspark-transformations,demo-pyspark-transformations;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-s3-data-lake-architecture;demo-glue-job-troubleshooting,demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-s3-data-lake-architecture:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1224
hybrid,pyspark-ambiguous-driver,Should I collect everything to the driver?,pyspark_transformations,medium,ambiguous,demo-pyspark-transformations,demo-pyspark-transformations;demo-iam-least-privilege;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting;demo-s3-data-lake-architecture,demo-pyspark-transformations:000000;demo-iam-least-privilege:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2606
semantic,pyspark-paraphrase-edge-cases,Test late updates null identifiers malformed rows and empty datasets,pyspark_transformations,medium,paraphrase,demo-pyspark-transformations,demo-pyspark-transformations;demo-cost-awareness;demo-athena-query-troubleshooting;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0716
keyword,pyspark-paraphrase-edge-cases,Test late updates null identifiers malformed rows and empty datasets,pyspark_transformations,medium,paraphrase,demo-pyspark-transformations,demo-pyspark-transformations;demo-cost-awareness;demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-athena-query-troubleshooting,demo-pyspark-transformations:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-athena-query-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1248
hybrid,pyspark-paraphrase-edge-cases,Test late updates null identifiers malformed rows and empty datasets,pyspark_transformations,medium,paraphrase,demo-pyspark-transformations,demo-pyspark-transformations;demo-cost-awareness;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.267
semantic,monitoring-exact-signals,pipeline freshness duration processed record rejected record data quality outcomes,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting;demo-cost-awareness,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000;demo-cost-awareness:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.073
keyword,monitoring-exact-signals,pipeline freshness duration processed record rejected record data quality outcomes,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-cost-awareness;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.123
hybrid,monitoring-exact-signals,pipeline freshness duration processed record rejected record data quality outcomes,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-athena-query-troubleshooting;demo-cost-awareness;demo-glue-job-troubleshooting,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2654
semantic,monitoring-exact-failures,Glue failures throttling worker exhaustion Lambda errors Athena query failures alarms,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations,demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0737
keyword,monitoring-exact-failures,Glue failures throttling worker exhaustion Lambda errors Athena query failures alarms,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-cost-awareness;demo-athena-query-troubleshooting;demo-s3-data-lake-architecture,demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.127
hybrid,monitoring-exact-failures,Glue failures throttling worker exhaustion Lambda errors Athena query failures alarms,monitoring,easy,exact_keyword,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting;demo-cost-awareness;demo-iam-least-privilege,demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2737
semantic,monitoring-paraphrase-delay,How do I distinguish a late upstream feed from a broken execution?,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pyspark-transformations;demo-pipeline-monitoring;demo-cost-awareness;demo-s3-data-lake-architecture;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000;demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-iam-least-privilege:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.078
keyword,monitoring-paraphrase-delay,How do I distinguish a late upstream feed from a broken execution?,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-glue-job-troubleshooting;demo-cost-awareness;demo-iam-least-privilege,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-glue-job-troubleshooting:000000;demo-cost-awareness:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1402
hybrid,monitoring-paraphrase-delay,How do I distinguish a late upstream feed from a broken execution?,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-cost-awareness;demo-glue-job-troubleshooting;demo-iam-least-privilege,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.289
semantic,monitoring-ambiguous-freshness,The freshness objective was missed,monitoring,medium,ambiguous,demo-pipeline-monitoring,demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-athena-query-troubleshooting;demo-pipeline-monitoring;demo-pyspark-transformations,demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-athena-query-troubleshooting:000000;demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.25,True,True,0.0725
keyword,monitoring-ambiguous-freshness,The freshness objective was missed,monitoring,medium,ambiguous,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-athena-query-troubleshooting;demo-pyspark-transformations,demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-athena-query-troubleshooting:000000;demo-pyspark-transformations:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1216
hybrid,monitoring-ambiguous-freshness,The freshness objective was missed,monitoring,medium,ambiguous,demo-pipeline-monitoring,demo-glue-job-troubleshooting;demo-pipeline-monitoring;demo-iam-least-privilege;demo-athena-query-troubleshooting;demo-pyspark-transformations,demo-glue-job-troubleshooting:000000;demo-pipeline-monitoring:000000;demo-iam-least-privilege:000000;demo-athena-query-troubleshooting:000000;demo-pyspark-transformations:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.2578
semantic,monitoring-paraphrase-operations,Define accountable responders escalation instructions and retry behavior,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pyspark-transformations;demo-athena-query-troubleshooting;demo-cost-awareness;demo-pipeline-monitoring;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000;demo-pipeline-monitoring:000000;demo-iam-least-privilege:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.25,True,True,0.0732
keyword,monitoring-paraphrase-operations,Define accountable responders escalation instructions and retry behavior,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pipeline-monitoring;demo-pyspark-transformations;demo-iam-least-privilege;demo-cost-awareness;demo-glue-job-troubleshooting,demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-iam-least-privilege:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1215
hybrid,monitoring-paraphrase-operations,Define accountable responders escalation instructions and retry behavior,monitoring,hard,paraphrase,demo-pipeline-monitoring,demo-pyspark-transformations;demo-pipeline-monitoring;demo-cost-awareness;demo-athena-query-troubleshooting;demo-iam-least-privilege,demo-pyspark-transformations:000000;demo-pipeline-monitoring:000000;demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5,True,True,0.2634
semantic,cost-exact-inputs,Glue worker type duration Athena files scanned S3 requests retention data transfer,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting;demo-pipeline-monitoring,demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000;demo-pipeline-monitoring:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0763
keyword,cost-exact-inputs,Glue worker type duration Athena files scanned S3 requests retention data transfer,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-pipeline-monitoring;demo-s3-data-lake-architecture;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting,demo-cost-awareness:000000;demo-pipeline-monitoring:000000;demo-s3-data-lake-architecture:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1337
hybrid,cost-exact-inputs,Glue worker type duration Athena files scanned S3 requests retention data transfer,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-s3-data-lake-architecture;demo-pipeline-monitoring;demo-athena-query-troubleshooting;demo-glue-job-troubleshooting,demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-pipeline-monitoring:000000;demo-athena-query-troubleshooting:000000;demo-glue-job-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.279
semantic,cost-exact-controls,columnar compression partition pruning file compaction budgets cost allocation tags,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-glue-job-troubleshooting;demo-s3-data-lake-architecture,demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-glue-job-troubleshooting:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.0736
keyword,cost-exact-controls,columnar compression partition pruning file compaction budgets cost allocation tags,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations;demo-s3-data-lake-architecture,demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1232
hybrid,cost-exact-controls,columnar compression partition pruning file compaction budgets cost allocation tags,cost_awareness,easy,exact_keyword,demo-cost-awareness,demo-cost-awareness;demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-pyspark-transformations;demo-s3-data-lake-architecture,demo-cost-awareness:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2653
semantic,cost-paraphrase-safe-savings,Reduce spending without weakening recovery or reliability,cost_awareness,hard,paraphrase,demo-cost-awareness,demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-pipeline-monitoring;demo-pyspark-transformations;demo-s3-data-lake-architecture,demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-pipeline-monitoring:000000;demo-pyspark-transformations:000000;demo-s3-data-lake-architecture:000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0726
keyword,cost-paraphrase-safe-savings,Reduce spending without weakening recovery or reliability,cost_awareness,hard,paraphrase,demo-cost-awareness,demo-cost-awareness;demo-s3-data-lake-architecture;demo-pipeline-monitoring;demo-athena-query-troubleshooting;demo-iam-least-privilege,demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-pipeline-monitoring:000000;demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1192
hybrid,cost-paraphrase-safe-savings,Reduce spending without weakening recovery or reliability,cost_awareness,hard,paraphrase,demo-cost-awareness,demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-s3-data-lake-architecture;demo-cost-awareness,demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-s3-data-lake-architecture:000000;demo-cost-awareness:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.2,True,True,0.2598
semantic,cost-ambiguous-small-files,Are many small files increasing the bill?,cost_awareness,medium,ambiguous,demo-cost-awareness,demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-glue-job-troubleshooting;demo-pipeline-monitoring;demo-cost-awareness,demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-glue-job-troubleshooting:000000;demo-pipeline-monitoring:000000;demo-cost-awareness:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.2,True,True,0.0741
keyword,cost-ambiguous-small-files,Are many small files increasing the bill?,cost_awareness,medium,ambiguous,demo-cost-awareness,demo-athena-query-troubleshooting;demo-s3-data-lake-architecture;demo-cost-awareness;demo-glue-job-troubleshooting;demo-iam-least-privilege,demo-athena-query-troubleshooting:000000;demo-s3-data-lake-architecture:000000;demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333,True,True,0.1196
hybrid,cost-ambiguous-small-files,Are many small files increasing the bill?,cost_awareness,medium,ambiguous,demo-cost-awareness,demo-athena-query-troubleshooting;demo-iam-least-privilege;demo-glue-job-troubleshooting;demo-cost-awareness;demo-s3-data-lake-architecture,demo-athena-query-troubleshooting:000000;demo-iam-least-privilege:000000;demo-glue-job-troubleshooting:000000;demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.25,True,True,0.2846
semantic,cost-paraphrase-estimate,A regional design estimate should not be presented as the final invoice,cost_awareness,medium,paraphrase,demo-cost-awareness,demo-iam-least-privilege;demo-glue-job-troubleshooting;demo-pyspark-transformations;demo-athena-query-troubleshooting;demo-cost-awareness,demo-iam-least-privilege:000000;demo-glue-job-troubleshooting:000000;demo-pyspark-transformations:000000;demo-athena-query-troubleshooting:000000;demo-cost-awareness:000000,0.0,0.0,0.2,0.0,0.0,1.0,0.2,True,True,0.0755
keyword,cost-paraphrase-estimate,A regional design estimate should not be presented as the final invoice,cost_awareness,medium,paraphrase,demo-cost-awareness,demo-cost-awareness;demo-s3-data-lake-architecture;demo-pipeline-monitoring;demo-glue-job-troubleshooting;demo-athena-query-troubleshooting,demo-cost-awareness:000000;demo-s3-data-lake-architecture:000000;demo-pipeline-monitoring:000000;demo-glue-job-troubleshooting:000000;demo-athena-query-troubleshooting:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.1443
hybrid,cost-paraphrase-estimate,A regional design estimate should not be presented as the final invoice,cost_awareness,medium,paraphrase,demo-cost-awareness,demo-cost-awareness;demo-glue-job-troubleshooting;demo-iam-least-privilege;demo-s3-data-lake-architecture;demo-pipeline-monitoring,demo-cost-awareness:000000;demo-glue-job-troubleshooting:000000;demo-iam-least-privilege:000000;demo-s3-data-lake-architecture:000000;demo-pipeline-monitoring:000000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,True,True,0.2823
